08/08-21:25:18.762486 ,1,1113,5,WEB-MISC http directory traversal,TCP,10.5.1.110,51728,10.5.2.2,8888,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x7C,***AP***,0x30DAB108,0xB1751AFE,,0x3908,64,0,33866,110,112640,,,,
08/08-21:25:18.762486 ,1,1142,5,WEB-MISC /.... access,TCP,10.5.1.110,51728,10.5.2.2,8888,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x7C,***AP***,0x30DAB108,0xB1751AFE,,0x3908,64,0,33866,110,112640,,,,
08/08-21:25:25.704621 ,1,1113,5,WEB-MISC http directory traversal,TCP,10.5.1.110,51780,10.5.2.2,8888,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x7C,***AP***,0xEB1DD18B,0x4D8D30A0,,0x3908,64,0,60815,110,112640,,,,
08/08-21:25:25.704621 ,1,1142,5,WEB-MISC /.... access,TCP,10.5.1.110,51780,10.5.2.2,8888,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x7C,***AP***,0xEB1DD18B,0x4D8D30A0,,0x3908,64,0,60815,110,112640,,,,
08/08-21:25:29.545750 ,1,1113,5,WEB-MISC http directory traversal,TCP,10.5.1.110,51798,10.5.2.2,8888,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x7C,***AP***,0x5B8C4F36,0x2C3C2B6B,,0x3908,64,0,28928,110,112640,,,,
08/08-21:25:29.545750 ,1,1142,5,WEB-MISC /.... access,TCP,10.5.1.110,51798,10.5.2.2,8888,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x7C,***AP***,0x5B8C4F36,0x2C3C2B6B,,0x3908,64,0,28928,110,112640,,,,
08/09-22:10:51.658404 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,39292,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x2F5FB683,0x5F5BE935,,0x3908,64,0,52046,73,74752,,,,
08/09-22:11:04.803356 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,39431,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0xFE36D0E,0xDE8A782,,0x3908,64,0,58653,73,74752,,,,
08/09-22:11:13.568457 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,39604,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0xBE196A8D,0x1B19E9E2,,0x3908,64,0,63516,73,74752,,,,
08/09-22:11:20.330650 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,39742,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x38639703,0x9AF76A63,,0x3908,64,0,4037,73,74752,,,,
08/09-22:11:26.941345 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,39857,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x4E648488,0x3909F154,,0x3908,64,0,7160,73,74752,,,,
08/09-22:11:34.421376 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,39993,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x8D3EC065,0x8A13B7E,,0x3908,64,0,26271,73,74752,,,,
08/09-22:11:41.974733 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,40182,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0xED33E67A,0x9CA3FDD1,,0x3908,64,0,18536,73,74752,,,,
08/09-22:11:47.173319 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,40280,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0xD794F754,0xEBE274DC,,0x3908,64,0,17540,73,74752,,,,
08/09-22:11:51.618413 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,40374,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x2E0C3FC3,0x13E92121,,0x3908,64,0,34872,73,74752,,,,
08/09-22:11:56.078533 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,40465,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x27AA4DF6,0x52120CB9,,0x3908,64,0,63023,73,74752,,,,
08/09-22:12:00.273441 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,40527,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x53258FB8,0x1FB47912,,0x3908,64,0,20364,73,74752,,,,
08/09-22:12:04.675109 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,40591,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0xF8B499D4,0x1CF8138E,,0x3908,64,0,24018,73,74752,,,,
08/09-22:12:09.300963 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,40786,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x6CB5C80E,0xF16F3A6A,,0x3908,64,0,3854,73,74752,,,,
08/09-22:12:13.473460 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,40866,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x4C26A103,0x2100BDC3,,0x3908,64,0,28132,73,74752,,,,
08/09-22:12:16.598348 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,40943,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0xF4A2B132,0xDD782CA9,,0x3908,64,0,24837,73,74752,,,,
08/09-22:12:19.804896 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,41018,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0xAC8C1171,0x20A510C6,,0x3908,64,0,49773,73,74752,,,,
08/09-22:12:22.617796 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,41078,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x3F94CA1E,0x8ED824C7,,0x3908,64,0,7194,73,74752,,,,
08/09-22:12:25.870265 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,41150,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x109E1476,0x84102E23,,0x3908,64,0,52552,73,74752,,,,
08/09-22:12:29.283988 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,41213,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0x74AF7209,0x634A735A,,0x3908,64,0,44423,73,74752,,,,
08/09-22:12:32.203717 ,1,2273,2,IMAP login brute force attempt,TCP,10.5.1.110,41259,10.5.2.2,143,4C:72:B9:24:40:D3,00:10:18:72:00:3C,0x57,***AP***,0xA407743C,0xEA38245B,,0x3908,64,0,43825,73,74752,,,,
